,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
3582096,2945712,2337664,1865696,1685824,1403696,2916368,2110304,1383088,2960720,2336544
3582544,2045568,2257472,1547840,4114656,1574160,3082912,1886976,3719968,3554096,2144240
3583104,2889712,1858080,2006704,3287648,2956912,2166080,4007584,2073456,1915872,1971648
3597328,2079392,3309824,1618288,1351504,2139760,1428896,1688736,1566096,1691088,3967488
3600240,2445072,2236528,2119264,2362192,1727376,1136016,1459472,2755760,2242240,1794016
3600464,1413552,1430016,3310496,3554208,3973872,1901984,2224768,2957584,3930192,2138192
3601024,2316720,2873472,2481024,2307536,1609216,2815792,2821840,1385440,2373056,1777104
3604608,2257472,2851184,1547840,1571360,2323664,2186016,1639680,1870512,1667120,2341024
3610208,1605072,3562496,1971200,1591968,2319632,2789024,3483760,2871232,1380848,1671936
3610768,3438400,2505888,3178896,2517088,1515808,1516816,2169664,3720640,2889376,2409680
3611664,2821504,1617728,1687168,3744720,2113664,2761248,2347296,2069872,3172960,3162880
3613792,3150784,1394960,1729280,2688784,4125632,3083360,2091712,2367008,2859808,2494464
3622416,2336544,1548512,1392944,2618336,2392432,2070656,3174192,1610560,3469760,1120896
3625216,3560816,2446080,2420880,2928240,2200240,1381968,3158400,2113664,1646624,2703904
3631152,2014880,3920000,2405872,1386672,4044880,2247504,4170208,2959040,4164496,1656032
3633280,3084928,1858528,2070544,1351168,1688960,1415344,2946720,1649648,2405872,1623216
3639440,3130960,2152976,3310160,1554560,1553888,1396976,2188592,1429120,4007584,2378544
3643808,3554320,1887424,2049824,1772736,1995728,2113776,3749648,2451904,2086000,2222528
3649744,2140432,2110528,1524432,2942800,2798768,1729392,2169776,3456880,1526784,2058336
3653104,1697808,1886192,2158912,3082912,2005584,2577456,1740704,1394960,3083360,2637376
3653776,1683696,2305296,1887424,2040080,2210208,2906848,2029888,2809184,3554320,1969184
3656576,2375632,2051616,2603104,2209536,1633744,1606528,3559472,2035488,2846368,2164736
3657136,2182544,2308768,1574272,4049024,2372384,2336432,1694112,2418528,2186240,1361024
3659712,1610000,2708160,1579648,2716336,1623888,1690416,1684928,1908816,2055312,1865360
3662736,3346336,2841664,2910656,1424416,2447760,1690416,1813616,1947232,2151744,3416784
3663072,1453424,1687728,1900528,2754976,2288272,1691088,3129952,2269904,1856960,1635760
3663856,2706368,1700608,1700720,1991136,2845920,1682016,1932112,3831296,1677984,2139424
3665760,2336544,2372048,2412592,1351952,1361024,1610560,3469760,1687392,1358000,1760976
3670688,1128960,1531264,1650992,1767808,2896880,1371328,2565024,3644480,2764496,2232944
3671920,2430512,2901472,2582720,1378496,1666224,2520112,2092272,1622656,2344720,3070032
3685808,1752016,2317952,2344832,1993712,2582272,1121344,2314144,1694112,1998528,2228464
3686592,1563744,2709616,1132096,2929696,2690240,2236416,1350496,2318176,1900080,2155104
3718960,1886976,1685152,1376592,1429792,2910992,4126976,2383360,1124480,2424128,2303504
3728368,2938096,3953264,3409168,2232944,2108288,1964368,2809072,1902656,4028976,1671600
3729712,2043776,2073008,3067904,2552592,2240448,1709680,2019696,1927520,2468592,2368016
3730048,1773296,2764496,1623328,1858192,1925056,1671600,3430560,4008928,1900192,2426144
3733968,2122288,2005584,1373344,2957472,2532768,1426544,3082912,3722656,1733200,1676304
3738896,1781696,2251536,1647968,3108000,1839488,1520288,1921024,1995728,3555440,1971648
3740464,2323664,3125808,2368912,1414000,2821280,1639680,1357104,1799616,1770272,2957024
3742928,2080064,2397136,2109072,3603712,1804544,1401344,2303280,2208640,2226784,1740592
3746736,2578016,1984864,1685712,3083472,3893344,1873312,1649872,1700048,1800848,2850064
3748640,1124480,1687504,1684928,3141712,2276400,2549680,2199904,1509424,1610000,2136176
3749648,2479904,1568112,2442048,2379888,1557584,2286032,2276288,3721984,2580704,1702960
3750320,1531600,2481136,2846592,2850960,1997184,2045568,1398656,2144240,1726144,1449168
3754688,1600368,1400224,2873472,2555056,2183216,2448432,1444912,2715664,2191280,1386784
3758048,3158512,1966160,2846368,3558352,3286080,2316384,1720992,1356880,3741136,3059616
3759168,2881536,1492288,2271136,2331840,2910992,1382640,2320304,3714032,4028640,2366000
3763984,2888592,1120896,2257472,1450064,1384880,2323664,2601872,1547840,1135792,1364496
3764768,1429568,2255456,1650992,2522800,2233616,2693824,1698256,2566928,2943024,1604176
3767344,1930320,2079616,1691424,1965712,1636880,1993712,2151968,1907920,2498608,3558576
3771712,1968176,1694112,1559152,2709616,1995728,3743152,1547728,1688960,1701280,3952144
3774848,2906848,1955184,1927408,2041648,2414048,1672048,1122576,2029888,2079728,2177616
3779328,1676304,1571360,1799616,1379280,2437008,2377088,2938096,1432480,1542912,2555280
3782688,2086336,3300304,1927184,2492000,1914976,4019120,2528400,2287488,2815232,2688560
3784592,2421440,2306640,3722656,2271472,2543184,2845696,1682800,1800848,2304400,3375008
3784928,1135680,1358672,1494416,2840208,3346224,1995952,2432864,2831696,2916032,2360736
3785600,2375632,2319744,1804544,2912896,2547888,2493680,2603104,2041872,3352720,2814224
3789744,1538432,1492176,1531600,2534448,2192960,3554432,3311392,1900192,1383872,1683696
3794672,2109072,1684592,2181760,1626240,2151856,2927792,3555664,3417568,2414160,2956912
3799376,1358448,2216144,4007584,2269904,2140432,3516688,2019248,2366784,2152976,2821616
3800496,2240448,1365840,2221184,2168992,1128960,3067904,2291184,1908816,2933392,3490256
3811360,1125600,1968400,1600368,2787456,2139648,2432864,1731408,1360800,2916032,1125824
3815392,2481024,1610448,1694448,4040400,1921248,2419648,2845024,1722336,1680784,3407376
3822448,2041648,2906848,1122576,3741808,3648064,3130736,1413888,2276288,1933568,2304624
3824128,2407776,1639680,4007472,2845472,2139648,1396976,1411312,2023840,3182032,2188592
3825248,1804544,1964704,2224208,1831760,2167200,3099488,1955184,3557680,2290176,2329712
3828496,2216144,3193344,2154208,2861040,3516688,1865360,1923824,1235808,1682464,1581216
3834096,1729280,2290176,1685712,2602656,2929696,1122464,1968176,4011056,2249072,1692880
3842720,1520288,3555440,3490928,1435616,2319632,2542848,1608992,1635648,3963456,1745968
3845072,2566704,1429792,1420720,2522240,1599136,2455040,1885184,2413264,2722720,2352560
3849888,1617392,2317952,2049824,3483312,1603392,1428224,3655792,2338784,1394960,3953264
3853584,2407776,1566320,3658704,2119264,3129840,4127536,2338784,2939776,1675072,2049712
3854256,1687504,2151968,1126720,1392944,1509424,2481024,1836240,1777328,2118144,2578688
3856272,2900352,2551136,1386672,3162880,3699136,2941120,1500576,1537760,3156160,1978480
3857840,1804544,2375632,3967376,1776432,2224208,2337664,2547888,2926672,3430448,1775872
3858064,1623328,1915760,1773296,1378496,1675184,2412928,2825760,1775088,2121616,1779120
3860752,1385776,2426032,1367296,2374400,1350496,3409616,1827840,1666448,1781248,2177280
3865680,2307424,1395520,2761248,1639680,2830576,2797200,2302720,1685152,1621984,2155328
3867248,1360800,3416784,1690416,3375232,2153088,2708160,1905680,3712128,1676528,2716336
3869600,2821280,1904560,1690080,2019808,3111472,2271136,2910656,4028640,1579984,1357776
3870384,2308432,3464832,3830512,3604832,2080064,4119584,3934896,3375120,2391984,1453984
3871504,3376016,1927184,3064208,1732080,3146976,3364928,2492000,2119488,1379280,1571360
3871616,3311392,1531264,1683696,3945648,1932000,2335200,1686048,1424416,3304336,1771056
3876544,3417568,1655136,1929312,2946496,2387168,2243472,4008928,3563392,1549408,2154880
3879456,1692992,1685712,1463952,2930256,1137360,1725472,2602432,1908704,3575152,2846480
3880016,1377824,1969184,2772000,1595888,4067728,2304400,2473408,2083536,2335200,1414672
3883264,1551200,1690864,2055312,2880752,2022384,2109744,3655680,2913904,2157568,1905680
3887744,2405536,1422400,2521792,2475760,1773296,2517984,1623328,4036592,1378048,1705872
3888528,3417568,2336544,2845248,1373568,2243472,2946496,1685824,1771168,2958032,2927792
3888640,2821840,2873472,1616608,1694896,1521968,2418528,2551136,3948896,1674848,1650992
3889200,2288496,1129296,1694336,1429568,1518048,1616272,2943920,1353968,2815232,3478832
3896256,2356816,2076704,1685712,3070704,1395520,2192400,2396688,2056656,1492512,2419648
3896816,2026864,4048688,1845648,1697808,1424080,3367280,2350320,3082912,2543184,3721536
3899616,2957248,1755376,1519728,2807728,2276400,1650992,3306912,1972544,1681120,1902880
3910368,1686160,4067728,1804544,2398816,1690528,2256016,2842560,2436560,1977920,1623216
3915072,2365104,3952144,1788528,1471456,2438576,2565024,4164608,4195744,1927520,1650992
3918544,1682016,2434544,1804320,2847600,1917216,2479232,3126032,3469760,1418928,2724736
3919776,2338784,4067728,3409392,1351952,3310944,1745856,3742144,1908032,1729280,2018688
3920784,2232160,2963744,2491216,2165968,1616496,1921024,1683136,3184496,2166080,1969856
3921680,1914528,1694448,2419648,2801456,1143968,2028656,2449664,4040400,1773744,1752016
3922128,1885072,2409792,1377376,1471008,2894192,1703632,2136176,1684032,1850128,1635200
3925264,2532768,1655584,1902432,1927184,1545936,3104304,3559360,2005584,2283680,2335424
3928624,3082912,2019808,2445072,2115344,3063648,2764384,2157568,2407888,1578864,1560272
3931536,1429568,1419264,4125632,2440816,1143968,2948400,2155328,2821504,1423968,2943920
3937808,2286032,1380848,3945648,2385152,2100336,1964480,2801344,1902432,1486464,1131872
3938256,3922016,3713584,2108176,3772384,2566704,1492288,1976576,2352560,2370592,1599136
3949120,2438912,1471008,1933344,1579648,1376480,1136016,1442000,2815680,1763328,2823632
3954720,2004352,1554000,1822688,3700144,3411184,2413264,2492448,1726816,1370320,3963456
3958416,1687504,1626128,3495184,2555056,1690864,2574992,2618336,1428896,2455152,1487920
3959648,2019696,2274832,2821280,2336656,1650992,2801568,3575264,1857072,3132640,2050496
3964576,1134336,2252656,1598352,2153648,2385152,1885184,1822688,3901968,2472736,1827056
3964688,2181536,1366400,2034368,2861040,2026864,2275504,1917888,2713200,1694112,2840880
3972192,2957024,2367008,2425024,4125632,1939056,1676416,3099264,1765232,2926896,2481024
3987648,2959040,3555552,2699200,1969856,1703520,1698256,3184496,3563056,2852192,1552432
3991568,1878912,2136176,1511216,2564464,2876272,2897216,1635648,2926448,3562384,1574272
3993360,1839488,1727712,1955184,1612016,3716608,2706368,2019136,1781696,2398816,2109072
4006464,2380448,3193904,2407552,1559376,1740704,1440432,3951136,1645280,2122960,3862544
4008144,1143296,2685648,2818704,2049824,1531376,2916144,3939600,2451904,1357776,3574816
4011056,2440816,1611008,2200240,1672608,2199568,2373056,2757888,1386224,2443504,1700160
4012736,1681792,3945648,3098816,2186576,2910992,1524656,2812320,1772848,3556336,2451568
4013072,2336544,2308432,2019920,2917600,2372048,2412592,1536640,2457280,2558192,1781696
4014640,1611008,3098704,1459472,1684816,2561104,3409168,1733200,2860816,1782368,2049936
4019344,2140096,1684928,2713200,3299296,4123504,3132640,2336656,3414096,3945984,2478112
4019568,1623216,1745856,2080064,1622096,2321648,2070544,2839424,2142448,2303280,1553776
4023824,1969184,1603504,2334752,2876272,2909536,3148768,3922016,3658256,1548960,1975904
4025392,3830848,1903216,2566704,2479232,1926288,2329152,2074576,3193344,2713200,2861040
4029536,2034368,1494416,1381968,4007584,3603712,2551920,3068016,1445024,2109744,2760688
4030096,1648192,1384768,1947456,1576512,1907584,2398480,1445360,1783936,3310160,2181760
4030320,3424064,2164512,3083472,1568112,2120944,1755488,3965024,2343600,1358672,1661520
4034688,2900576,1917328,2955904,1694224,3419136,3345552,3952144,3561488,2919168,1671600
4041856,1376480,2766176,4133248,1729056,2555056,3372656,3331552,1365504,2544192,1624224
4045328,1907920,2468816,2227568,3973872,1728944,2943472,2154656,2090816,2845248,2521792
4048016,4194288,3775520,1862448,1677984,1379168,2192064,2821392,2155776,2232496,1427776
4051376,1400224,2548112,2430400,1695232,2555056,2410576,1650768,1966160,3429888,3331216
4055968,3373664,1917328,1924384,2532768,3558240,1726144,2437008,2079280,2167088,2859808
4056976,1137360,1128064,1607312,3561264,2601872,2755312,1927408,1124256,1518832,3487792
4065264,2243360,1449616,1373904,1357776,3306912,3952704,1429568,1597008,3967264,1940288
4066720,1865360,2061584,1908032,2030000,2371376,1827840,2807728,1538208,1580992,1622096
4071312,2005136,1542912,1489824,3423840,3487008,2166640,1907808,3932208,2558192,2167200
4078480,2155104,1396192,3742256,2814336,2362192,2186240,1471456,2224992,1650992,1596448
4081504,2445968,1571360,2437568,3713248,2956464,2532768,3311392,2426816,2181760,1924384
4087328,1858528,1121344,1771168,2153648,3185952,1693104,2154656,2208864,3943856,3700928
4087776,3967264,4193952,2399712,1902880,1755376,2159584,2957248,4177040,2532208,2424128
4103792,2366672,2298576,2927008,1509424,1126608,1596672,1597904,1752128,1935808,2445072
4107824,3309600,3945648,1686048,2565024,1142176,3064992,2168992,1772848,3918432,1771728
4110848,2122960,1729056,1609776,2547776,2119376,1984864,2118144,2525600,2155104,1120112
4114208,1394960,1901536,2231040,3967712,1438640,2240336,1410304,3554320,2317952,3986080
4115664,3429888,1568112,3918768,2601984,2556400,1427664,1776208,2081408,2873696,2846480
4119248,1385776,1958656,1933120,4083184,1993824,1373008,3967712,3924368,2491888,2061696
4120816,1566208,1995728,3108000,2558304,2871232,2049824,2019136,1547728,2223984,1387456
4123168,2043776,2495360,3775744,2157904,2763936,3148768,1775872,1485568,3095680,1609328
4125632,1538320,1686496,1858080,2881536,1131872,1552544,3308256,2367008,1971648,3718512
4129216,2166976,1971648,3783584,2221968,3083360,2221520,2110528,2073680,1363264,2376864
4135376,2236528,2199568,1674848,1676416,2556512,3309824,2441936,2443504,3353056,1866368
4135824,1950256,4059440,2305408,2146032,4150048,1365504,1976576,1610000,2960720,2816800
4148032,4060000,1648416,1970864,4114656,2116912,1859760,3172736,2223088,1776880,1514576
4150496,1803424,1458576,1600704,1995728,1725472,1605856,3658816,1921024,2119488,1692992
4157552,2155440,2373504,2816688,2113664,1954288,2055200,2816352,2241232,2290512,1703632
4166624,2118592,1646624,3292464,2002784,2757888,1672608,1489600,1143968,1926288,2291632
4169872,2618336,1622208,4030320,2455152,4080384,2285808,2691920,2857680,2377312,1476496
4171104,2845024,3419136,2123072,2401504,1667120,2139424,1762656,1921248,2307424,3150112
4172896,1429120,1755936,2142560,2517536,2232832,1379056,2823408,1907024,1369648,1677872
4177488,1728720,1600368,1755488,3179008,2365328,2766176,3092656,2233728,1432704,2706368
4179504,2685648,1122576,1670032,3621632,3193792,3067680,3938816,3416784,4164608,3131408
4180848,4194288,2920624,3132752,3285408,1589728,1694896,1632064,1417584,3775520,3560256
4191264,2405872,1410304,1901536,1887424,2257136,3719184,2005696,2040080,3407600,3788624
4194400,1674848,2957248,1932112,1908032,1789088,2807728,1140384,1756496,2354128,3309824
4196304,2900576,2153088,1531376,1772736,2223872,2549568,3555888,1666896,1410640,3130848
4197312,1635200,3456880,2276288,3554320,3864560,1862672,4052160,2235856,2263968,1857408
4199664,3438400,2505888,1516816,1425312,3172736,1648416,2431632,3364928,4044320,2090816
4202016,1649088,1361024,3862544,1970528,3357200,1492400,3973872,1745968,3193904,3967376
4202576,1865696,1518048,1858528,1554000,1121568,2800224,2818704,1505952,2894192,2874256
4206272,2815568,3721536,2098096,2807952,2122848,1357664,1648304,3082912,3726576,1773408
4207168,3700032,2692144,2005584,3072048,3098704,2449552,1363264,2119488,1518832,3562496
4211088,1142960,2269904,1692768,4007584,2455152,2285808,2043664,2831584,1553888,2192064
4215344,2232944,1677536,2139760,2318176,1767808,2079392,1970192,4008256,3285408,2442496
4216016,1933680,1424080,2572528,2303280,2027536,3184496,1706656,2221968,2380448,2034368
4216688,3951136,1121568,3920112,3097360,1561616,3092096,2412480,2095856,2304400,1800848
4222512,2437568,2580368,1668352,1509984,4083184,3406144,2306304,2761248,4164496,2014880
4224080,1635312,2430512,3416784,3922128,1126720,2602096,1780800,2058448,3851232,2685648
4230016,3150784,2091040,2114784,2123072,3406144,2424128,2113664,1393280,1682800,3496640
4237744,2283680,2816688,2042768,2838080,2086336,1521744,2767296,2333744,3699584,2548672
4251632,2463216,1691088,3968832,3097360,3309824,1863232,2118032,1429904,3095792,3979024
4251968,2152976,1804544,1620640,1682240,1373568,1671152,2226784,1996512,1784272,1618288
4252976,2492672,1681344,1955184,3967488,3410624,2039520,2839872,3487344,1684592,1120784
4264064,2343600,1904336,2845248,2377312,1681344,2414048,2476320,2140208,1599696,1120112
4264512,2106384,1750224,2139648,1684032,2188592,2158464,1636320,2073680,2247280,2720480
4265296,2815568,1648304,2119264,2548672,1853376,2715552,2425024,2915808,3371872,1773408
4267872,4067728,3559584,1403696,3742144,2371376,1363152,2337664,2005136,1771616,1865360
4268656,2450784,1352064,1682800,4195744,1597904,2046016,1755936,1613024,2438576,1694560
4274816,2440816,1941744,3604496,2943920,1616496,2169776,2515184,1389136,2288496,1579872
4275152,2360064,2498608,2705584,2175600,1690864,1428896,2932720,1135792,1623888,1667568
4275600,2565136,1772736,1921024,1419040,2286032,1674736,2385152,1131872,1953056,1635200
4277616,1681344,2035152,1835680,3965024,3784256,4035248,2935744,2041872,2926672,2602208
4277952,1766912,2910544,2265984,2411248,1781472,2562000,2077376,4049024,3178896,3366496
